no,ELE,SLP,TMP,PPT,AREA
US_0002284,66.3,0.21,19.51,1600.38,52.6
US_0002285,77.13,0.25,19.65,1593.04,701
US_0002286,61.43,0.24,19.82,1628.61,441
US_0002288,63.32,0.23,19.35,1597.94,20.4
US_0002290,59.8,0.23,19.53,1605.85,562
US_0002295,65.42,0.25,19.86,1623.74,308
US_0002296,146.61,0.18,17.64,1447.49,520
US_0002298,144.18,0.2,17.65,1454.45,1346
US_0002299,137.22,0.18,17.93,1466.14,411
US_0002300,140.14,0.2,17.79,1457.31,1981
US_0002308,115.52,0.29,19.08,1565.67,130
US_0002315,59.56,0.2,19.98,1603.65,175
US_0002380,506.02,0.88,10.28,1244.64,96.8
US_0002388,448.01,0.91,10.96,1166.85,11
US_0002437,320.92,0.28,10.17,1050.55,854
US_0002440,320.63,0.29,10.16,1049.67,978
US_0002446,316.88,0.46,10.02,1064.8,96.7
US_0002460,339.84,0.39,11.08,1017.61,97.7
US_0002555,797.06,1.32,12.17,1169.05,6687
US_0002560,976.49,1.6,10.31,1338.76,529
US_0002573,617.34,2.13,11.85,1221.34,62.8
US_0002585,576.36,1.12,12.1,1197.76,833
US_0002589,342.03,0.42,13.37,1231.57,37.9
US_0002611,543.41,1.02,12.31,1181.94,936
US_0002641,299.3,0.14,11.21,1035.34,277
US_0002645,310.92,0.15,11.5,1069.22,570
US_0002648,297.32,0.29,11.54,1062.93,1136
US_0002653,301.39,0.72,12.41,1148.37,12.2
US_0002665,292.75,0.16,12.26,1146.25,352
US_0002678,260.5,0.33,12.86,1191.42,226
US_0002695,300.17,0.11,10.67,952.4,152
US_0002698,313.73,0.16,10.58,979.5,926
US_0002706,346.64,0.32,10.57,1013.36,310
US_0002715,316.43,0.19,11.18,1057.58,197
US_0002717,324.57,0.3,11.09,1084.16,69
US_0002725,331.7,0.29,11.06,1079.95,200
US_0002745,338.7,0.46,13.95,1279.36,77.3
US_0002769,292.77,0.18,13.28,1232.1,9.57
US_0002770,288.7,0.2,13.17,1230.48,30
US_0002799,234.26,0.24,12.79,1273.98,79.9
US_0002819,231.97,0.35,13.36,1230.42,37.1
US_0002884,232.47,0.08,10.46,1015.3,1869
US_0003020,628.18,1.97,13.71,1323.22,55.8
US_0003107,498.37,0.62,13.68,1147.71,79
US_0003111,711.49,1.87,12.92,1236.59,1688.4
US_0003208,423.33,1.95,14.97,1557.95,131
US_0003240,288.59,0.48,15.07,1457.29,35.7
US_0003408,274.49,0.12,10.22,979.65,91.7
US_0003410,290.77,0.11,10.14,979.21,142
US_0003591,250.15,0.1,10.3,915.79,4.23
US_0003623,321.79,0.33,10.11,1052.97,83.9
US_0003630,292.63,0.36,9.99,1076.8,685
US_0003645,263.32,0.44,8.53,1002.7,81.6
US_0003651,502.73,1.19,7.87,951.36,88.9
US_0003658,464.98,1.21,7.88,1002.23,39.1
US_0004023,299.66,0.19,8.68,918.73,39.8
US_0004216,220.1,0.22,10.2,972.01,13
US_0004258,263.74,0.26,9.93,950.15,51.7
US_0004287,235.07,0.12,11.39,971.22,240
US_0004290,219.45,0.09,11.73,1012.55,938
US_0004301,247.67,0.15,11.25,972.3,34.4
US_0004325,209.98,0.06,12.17,1037.38,112
US_0004347,153.97,0.16,13.5,1111.42,88
US_0004349,160.8,0.21,13.2,1120.63,76.9
US_0004585,1245.84,0.66,7.82,360.8,1237
US_0004637,626.23,0.27,7.3,434.94,355
US_0004655,1099.37,0.33,9.03,418.07,188
US_0004658,1555.03,1.05,7.2,476.78,45.6
US_0004661,1683.58,1.14,7.62,503.69,105
US_0004670,2028.74,1.67,6.89,534.83,7.84
US_0004677,1656.12,1.22,7.62,520.29,456
US_0004680,1551.07,1.1,7.47,556.09,127
US_0004682,1729.86,2.29,6.89,605.39,21.5
US_0004683,1231.63,1.34,7.66,562.66,211
US_0004695,1400.5,2.46,7.25,534.08,40.7
US_0004696,1947.26,1.37,6.95,554.87,64.8
US_0004698,1868.37,1.34,7.08,556,27.8
US_0004705,1644.78,1.97,6.89,622.69,56.5
US_0004706,1466.77,1.76,7.06,613.01,77.3
US_0004707,1341.16,1.49,7.31,617.78,102
US_0004709,955.1,0.35,8,538.84,460
US_0004711,1684.93,1.32,6.89,620.81,15.7
US_0004722,1156.29,0.7,8.54,412.2,1367
US_0004727,789.66,0.45,8.72,473.07,273
US_0004738,469.81,0.31,8.92,626.59,594
US_0004752,794.66,0.35,8.74,516.36,532
US_0004789,465.09,0.17,8.17,647.87,446
US_0004803,536.5,0.2,7.12,625.48,3778
US_0004995,532.52,0.21,9.37,604.68,671
US_0005089,857.72,0.24,11.6,525.68,590
US_0005104,991.5,0.3,11.74,478.02,5760
US_0005105,988.56,0.3,11.76,479.31,5810
US_0005116,697.32,0.34,12.18,558.95,1917
US_0005119,782.11,0.31,12.25,549.15,11730
US_0005127,733.13,0.32,11.81,532.86,1502
US_0005129,649.78,0.32,11.8,572.18,5340
US_0005145,475.19,0.15,11.19,733.74,4777
US_0005161,401.68,0.17,12.63,898.74,16.9
US_0005162,387.03,0.28,12.72,900.45,49.3
US_0005165,348.25,0.22,12.65,902.44,431
US_0005166,334.32,0.25,12.83,925.06,1141
US_0005177,317.19,0.21,13.53,1042.98,46
US_0005180,308.22,0.18,13.53,1044.67,26.6
US_0005227,386.52,0.28,12.84,930.91,177
US_0005231,365.26,0.26,12.93,930.73,114
US_0005239,320.66,0.23,13.49,994.42,2669
US_0005245,294.19,0.22,14.03,1087.86,292
US_0005361,160.86,0.27,16.16,1423.26,210
US_0005382,77.8,0.1,16.62,1256.61,535
US_0005519,2218.31,2.19,6.55,374.71,10847
US_0005539,810.5,0.18,13.43,549.49,73.8
US_0005560,609.42,0.17,13.73,646.95,117
US_0005563,400.54,0.15,14.69,808.13,154
US_0005565,423.28,0.16,14.09,869.59,426
US_0005578,1264.78,0.25,12.41,383.61,835
US_0005582,587.82,0.4,14.76,596.35,408
US_0005594,219.82,0.32,15.82,1075.65,11.6
US_0005596,212.34,0.21,15.82,1086.88,17.9
US_0005597,218.62,0.14,15.82,1082.3,5.48
US_0005604,361.54,0.39,14.21,950.7,220
US_0005606,317.94,0.32,14.3,993.77,634
US_0005613,295.71,0.36,14.78,1005.69,1369
US_0005622,230.63,0.64,16.06,1038.42,8.11
US_0005623,215.85,0.28,15.82,1065.24,8.23
US_0005625,256.28,0.31,15.68,1026.77,1123
US_0005628,421.28,0.27,13.14,885.58,622
US_0005629,440.4,0.19,13.84,849.07,200
US_0005630,433.18,0.2,13.83,856.6,754
US_0005633,426.89,0.26,13.67,868.52,1740
US_0005634,409.57,0.25,13.46,896.34,3042
US_0005654,306.84,0.26,14.91,1174.59,8
US_0005655,319.94,0.32,15.07,1179.12,48.7
US_0005660,369.85,0.37,15.08,1187.57,132
US_0005673,348.02,0.22,15.23,1195.75,19.1
US_0005678,302.06,0.53,15.54,1188,90.2
US_0005705,368.83,0.26,16.44,921.65,202
US_0005709,1665.55,0.53,11.72,400.93,879
US_0005733,320.12,0.3,16.24,955.15,527
US_0005740,375.68,2.28,16.01,1371.05,94.3
US_0005743,240.01,1.1,16.23,1263.52,1785
US_0005757,425.6,1.53,15.44,1231.09,306
US_0005786,112.45,0.22,16.63,1409.36,121
US_0005791,96.08,0.19,16.91,1406.63,5221
US_0005800,98.38,0.3,17.89,1411.28,88.1
US_0005801,47.45,0.02,17.3,1356.38,553
US_0005805,73.59,0.14,17.49,1404.06,13355
US_0005807,123.84,0.21,17.4,1443.11,1027
US_0005809,104.1,0.19,17.85,1430.11,2340
US_0005822,499.3,0.22,17.02,577.46,303
US_0005828,806.96,0.4,14.96,564.32,281
US_0005850,379.82,0.18,17.54,649.42,652
US_0005852,444.23,0.29,17.56,641.46,3439
US_0005856,285.69,0.22,17.47,850.47,574
US_0005862,691.16,0.45,14.98,591.63,1355
US_0005866,486.73,0.36,16.12,766.8,132
US_0005873,426.13,0.19,16.78,799.18,13.3
US_0005874,413.63,0.3,16.78,806.22,62.3
US_0005876,391.76,0.32,16.79,818.59,232
US_0005878,520.22,0.36,15.78,696.67,4756
US_0005879,355.66,0.48,16.83,915.82,7.19
US_0005884,338.34,0.47,16.85,1002.25,44.1
US_0005897,212.46,0.32,17.04,1086.45,2262
US_0005899,475.89,2.75,16.09,1403.74,39.6
US_0005900,278.86,1.11,16.39,1296.68,699
US_0005901,277.9,1.16,16.64,1290.42,1129
US_0005904,277.06,0.67,16.77,1323.63,320
US_0005906,356.82,1.17,16.2,1428.24,322
US_0005913,186.14,0.17,17.94,1125.79,150
US_0005914,175.44,0.19,17.91,1137.66,44.1
US_0005921,490.05,0.34,16.4,802.59,50967
US_0005923,140.51,0.26,18.11,1113.57,23.4
US_0005928,99.59,0.24,17.99,1206.14,365
US_0005932,108.5,0.16,17.81,1227.08,48
US_0005997,116.26,0.18,19.25,1586.69,158
US_0006030,162.38,0.15,18.23,1092.81,756
US_0006034,145.68,0.19,18.26,1090.31,2259
US_0006038,138.94,0.21,18.27,1104.34,3155
US_0006040,117.51,0.21,18.47,1205.66,148
US_0006045,110.38,0.22,18.71,1169.4,7178
US_0006055,147.94,0.2,18.61,1053.66,232
US_0006059,105.46,0.16,19.48,1124.54,79
US_0006065,128.06,0.29,18.87,1185.69,31.3
US_0006084,293.42,0.33,18.4,813.16,2685
US_0006089,213.07,0.24,19.16,877.82,62.8
US_0006090,192.04,0.32,19.18,886.05,298
US_0006091,296.7,0.29,17.89,892.73,174
US_0006093,233.95,0.22,17.92,1002.92,38.8
US_0006094,225.89,0.24,17.94,1026.23,29.2
US_0006107,198.45,0.25,19.01,978.33,66.4
US_0006111,218.19,0.26,18.47,1029.18,164
US_0006117,199.1,0.24,18.81,1000.7,120
US_0006120,188,0.22,18.49,1035.21,1118
US_0006123,227.39,0.27,18.54,889.52,8538
US_0006128,177,0.24,19.36,913.43,333
US_0006130,181.28,0.22,19.26,935.58,178
US_0006131,181.71,0.26,19.25,918.88,807
US_0006133,134.13,0.22,19.29,1005.13,142
US_0006134,125.83,0.28,18.82,1058.83,207
US_0006136,123.44,0.26,19.19,1042.89,150
US_0006137,189.86,0.25,18.69,928.11,13911
US_0006139,93.39,0.15,20.05,1069.2,321
US_0006140,78.31,0.16,19.97,1174.62,57
US_0006141,172.53,0.25,18.9,945.97,16583
US_0006142,77.69,0.26,20.03,1240.96,141
US_0006143,170.86,0.25,18.9,956.19,16844
US_0006144,65.17,0.15,20.28,1324.48,152
US_0006151,80.75,0.2,20.42,1160.79,962
US_0006158,64.43,0.1,20.87,1080.01,110
US_0006159,61.09,0.1,20.87,1092.18,131
US_0006164,81.32,0.21,20.4,1238.46,388
US_0006168,48.22,0.05,21.06,1066.33,63.3
US_0006172,39.31,0.06,21.06,1109.45,290
US_0006184,11.17,0.03,21.15,1296.98,8.26
US_0006206,671.33,0.29,18.05,584.39,228
US_0006209,608.4,0.54,18.25,613.22,205
US_0006212,518.79,0.19,18.37,619.33,478
US_0006215,501.07,0.61,18.3,684.17,39.3
US_0006216,483.75,0.44,18.27,670.83,613
US_0006217,458.98,0.37,18.29,692.5,280
US_0006222,400.08,0.34,18.35,731.02,97
US_0006225,278.51,0.37,18.88,815.01,70.3
US_0006244,402.95,0.44,18.52,748.36,818
US_0006245,368.47,0.45,18.99,778.86,33.3
US_0006250,348.78,0.37,19.33,806,248
US_0006251,341.69,0.38,19.39,824.09,133
US_0006254,294.78,0.28,19.67,834.49,83.1
US_0006255,289.07,0.33,19.58,836.23,738
US_0006258,141.8,0.22,20.71,903.5,236
US_0006259,132.8,0.24,20.57,929.58,244
US_0006261,115.82,0.21,20.69,978.65,195
US_0006262,162.92,0.19,19.39,955.78,239
US_0006263,143.16,0.15,19.34,1012,97.2
US_0006265,137.43,0.21,19.67,970.24,1287
US_0006286,747.08,0.43,18.79,501,405
US_0006304,522.17,0.35,18.45,688.95,2073
US_0006312,632.67,0.44,19.36,602.36,3242
US_0006313,554.93,0.64,19.15,677.94,215
US_0006315,448.27,0.84,19.05,737.04,346
US_0006318,265.4,0.54,20.38,840.75,22.3
US_0006320,323.04,0.48,19.9,834.09,107
US_0006321,314.07,0.52,19.9,834.03,116
US_0006325,214.33,0.46,20.38,837.29,12.3
US_0006336,368.58,0.42,19.52,851.5,124
US_0006337,319.8,0.49,19.95,851.22,12.2
US_0006340,311.86,0.47,20.38,845.45,8.24
US_0006347,103.12,0.32,21.24,1052.37,17.3
US_0006352,103.21,0.21,21.16,995.71,332
US_0006353,82.46,0.17,21.32,993.59,579
US_0006360,666.58,0.39,19.78,674.92,169
US_0006364,639.38,0.46,19.69,683.02,510
US_0006368,525.31,0.58,19.66,767.16,1436
US_0006380,349.41,0.44,20.18,784.14,3490
US_0006383,278.89,0.36,20.68,776.21,4934
US_0006385,88.89,0.18,21.51,822.44,357
US_0006392,289.06,0.45,20.56,785.72,189
US_0006393,555.61,0.79,20.38,702.69,328
US_0006397,445.4,0.71,20.81,696.95,885
US_0006399,426.07,0.65,20.75,704.64,967
US_0006400,402.7,0.37,19.79,809.99,15
US_0006403,348.62,0.5,20.86,714.67,1743
US_0006417,20.47,0.05,22.29,911.98,87.8
US_0006420,72.74,0.15,22.26,757.6,247
US_0006427,156.69,0.19,22.78,501.66,469
US_0006435,439.65,0.84,21.02,655.47,150
US_0006438,527.73,1.11,20.34,673.36,45
US_0006442,297.16,0.37,21.67,627.41,4493
US_0006443,172.24,0.23,21.88,631.76,783
US_0006444,270.65,0.34,21.59,642.56,5490
US_0006451,237.69,0.29,21.84,618.49,16684
US_0006452,18.53,0.04,22.9,736.19,90.3
US_0006496,2997.18,4.61,5.32,564.65,185
US_0006508,3016.82,3.78,6.97,635.74,101
US_0006516,2480.17,2.39,5.92,539.56,2047
US_0006521,2857.41,4.73,7.16,582.03,34.1
US_0006529,2622.95,2.35,5.56,465.74,14900
US_0006530,2021.33,1.25,10.61,385.8,596
US_0006560,3138.02,3.8,7.16,701.25,53.2
US_0006565,2086,1.61,10.28,431.73,2330
US_0006566,2080.38,1.6,10.33,430.26,2340
US_0006568,2047.05,1.57,10.6,423.05,2430
US_0006572,1752.62,0.99,12.5,377.25,5835
US_0006573,1711.67,0.91,12.6,372.33,6574
US_0006579,2012.69,1.97,12.77,385.59,963
US_0006590,1363.29,0.94,15.45,331.65,220
US_0006591,1436.63,1.09,15.47,341.76,285
US_0006593,1402.08,1.23,15.94,340.26,451
US_0006602,2275.24,2.22,12.61,440.86,184
US_0006661,3250.15,4.28,0.39,554.3,186
US_0006959,2137.98,1.75,8.13,404.39,14600
US_0006967,1905.56,1.25,10.8,256.91,3650
US_0006984,2422.89,1.06,9.22,421.06,71.4
US_0006985,2240.6,1.06,9.39,359.43,835
US_0007002,1880.74,1.07,11.25,221.51,1629
US_0007052,1341.46,2.03,16.06,297.17,2732
US_0007053,1209.99,2.09,16.15,357.51,1129
US_0007055,1126.73,1.91,16.67,290.41,5327
US_0007095,1322.27,2.78,17.75,427.23,871
US_0007101,1105.84,1.35,19.65,381.8,776
US_0007128,1642.26,1.18,12.99,382.44,2150
US_0007144,1563.68,1.96,14.79,402.81,6250
US_0007153,1382.94,2.21,15.67,456.9,1111
US_0008324,293.58,4.01,9.75,1528.5,56.6
US_0008466,1480.08,3.52,4.98,581.72,9004
US_0008569,2511.81,2.56,1.09,649.53,486
US_0008572,2715.79,3.42,1.62,548.48,323
US_0008581,2512.33,2.9,1.66,578.67,2627
US_0008609,2156.31,2.36,3.66,457.74,9950
US_0008779,867.76,1.58,8.75,639.94,17.7
US_0009350,468.44,2.38,24.57,1935.73,172.8
ZA_0000004,1251.96,0.62,16.42,186.4,40073
ZA_0000009,1725.95,1.71,15.78,552.17,99316
ZA_0000019,1463.41,0.46,16.78,603.84,7794
ZA_0000022,1379.15,0.43,18.18,562.41,867
ZA_0000027,1860.42,2.06,13.82,631.61,8689
ZA_0000028,1879.38,2.2,13.02,766.68,522
ZA_0000030,1718.3,0.86,14.96,723.71,15522
ZA_0000032,1690.6,0.51,14.79,711.53,393
ZA_0000033,1969.5,2.83,11.33,815.67,690
ZA_0000038,1602.76,0.37,16.14,658.46,2239
ZA_0000040,975.34,7.74,16.62,728.91,39
ZA_0000043,253.44,1.6,16.68,573.12,599
ZA_0000044,246.13,0.54,16.8,472.61,381
ZA_0000045,705.51,2.04,18.04,196.12,2351
ZA_0000051,986.3,5.34,16.38,394.3,183
ZA_0000052,236.45,1.16,18.11,511.87,246
ZA_0000054,107.19,1.35,16.97,434.28,23
ZA_0000057,565.82,3.67,16.38,511.04,35
ZA_0000060,240.85,0.77,16.38,497.63,5
ZA_0000071,912.71,0.95,16.38,432.9,52
ZA_0000072,1279.69,6.38,15.82,372.02,16
ZA_0000079,883.93,3.64,16.53,624.9,15
ZA_0000080,236.48,1.88,18.32,313.9,660
ZA_0000085,735.25,4.65,16.49,347.41,76
ZA_0000088,1022.29,3.01,16.52,360.36,48
ZA_0000089,901.75,1.75,16.11,262.1,2900
ZA_0000090,585.41,2.84,16.02,506.98,79
ZA_0000092,1293.51,8.93,15.82,321.68,30
ZA_0000096,403.17,3.64,17.59,377.31,95
ZA_0000098,833.53,1.26,16.45,201.79,17076
ZA_0000100,1101.77,6.57,16.02,417.51,33
ZA_0000101,1014.3,3.16,16.08,308.59,692
ZA_0000102,558.32,1.81,16.94,353.09,351
ZA_0000104,861.99,4.27,16.52,289.87,137
ZA_0000105,873.86,6.7,17.04,271.56,35
ZA_0000106,406.08,3.79,17.18,457.9,145
ZA_0000107,610.2,7.2,16.94,486.07,34
ZA_0000110,544.44,3.42,16.48,505.3,47
ZA_0000111,561.78,3.84,16.02,511.58,72
ZA_0000112,706.42,7.09,16.02,523.85,23
ZA_0000116,700.59,3.16,15.85,490.46,162
ZA_0000117,968.41,2.23,15.69,486.13,53
ZA_0000118,542.61,4.26,15.49,705.32,56
ZA_0000120,978.23,1.09,16.69,312.66,29571
ZA_0000130,1425.62,1.63,15.55,399.81,1717
ZA_0000131,1385.54,1.29,15.46,466.29,1565
ZA_0000133,1209.17,3.04,16.4,497.94,806
ZA_0000134,1351.62,1.39,15.42,481.24,1308
ZA_0000135,446.84,0.66,19.08,623.62,47
ZA_0000136,354.62,1.36,19.01,616.35,575
ZA_0000137,1393.39,2.25,15.09,586.55,462
ZA_0000138,1087.95,1.62,16.25,457.99,29745
ZA_0000139,571.68,1.92,18.22,622.14,2530
ZA_0000150,852.56,2.83,17.82,545.56,228
ZA_0000153,1031.25,6.01,16.99,578.23,77
ZA_0000157,539.77,1.14,18.42,779.48,509
ZA_0000160,1010.44,1.74,17.17,692.03,216
ZA_0000166,1388.57,1.48,14.94,551.3,1414
ZA_0000168,1277.11,3.18,16.07,904.01,4358
ZA_0000169,1183.7,2.6,17.14,905.21,115
ZA_0000173,1179.88,3.15,17.14,910.59,104
ZA_0000176,889.05,1.7,17.02,849.03,435
ZA_0000177,1562.6,2.47,15.79,916.7,294
ZA_0000179,1398.1,1.79,14.8,536.43,2193
ZA_0000182,1567.03,1.44,15.63,891.11,1546
ZA_0000184,1833.08,2.33,15.2,936.95,267
ZA_0000185,1662.6,2.05,15.2,928.52,191
ZA_0000186,1654.92,1.19,15.2,929.35,111
ZA_0000188,1583.73,3.29,15.02,739.21,307
ZA_0000190,1673.93,1.73,13.99,787.74,2483
ZA_0000193,976.01,2.04,17.15,882.01,4084
ZA_0000204,1472.87,0.74,15.2,921.31,119
ZA_0000205,1440.51,1.49,16.63,768.84,5887
ZA_0000209,1644.63,4.14,13.34,919.81,1869
ZA_0000211,1536.42,3.66,13.86,906.25,779
ZA_0000212,1247.36,0.91,16.32,902.06,161
ZA_0000213,1418.04,3.8,15.72,861.16,21
ZA_0000216,1904.82,6.17,13.43,961.86,434
ZA_0000218,1218.43,1.39,17.69,838.46,440
ZA_0000226,433.85,3.34,17.57,388.91,229
ZA_0000227,665.61,4.64,17.43,390.88,50
ZA_0000238,1384.09,0.91,18.13,654.24,126
ZA_0000241,1055.76,3.86,19.91,876.63,84
ZA_0000242,767.79,1.75,20.14,709.85,323
ZA_0000244,1436.84,3.82,16.55,766.63,445
ZA_0000245,1802.43,2.01,15.79,824.52,189
ZA_0000248,422.04,0.42,23.25,519.35,696
ZA_0000249,1192.99,1.59,20.16,561.56,1054
ZA_0000255,1398.55,1.31,19.55,600.16,499
ZA_0000258,1560.16,1.67,16.71,679.23,149
ZA_0000261,1342.56,1.11,18.52,624.14,517
ZA_0000266,1019.92,0.56,20.78,479.08,201001
ZA_0000267,1380.39,1.27,19.84,606.49,70
ZA_0000269,1314.97,1.02,19,595,12
ZA_0000270,1320.99,1.42,19,591.72,17
ZA_0000271,1350.39,2.42,19.56,595.16,43
ZA_0000275,1612.51,0.43,16.17,659.67,3256
ZA_0000281,753.35,2.75,19.95,822.05,1122
ZA_0000282,959.66,2.22,19.05,750.51,10379
ZA_0000285,400.48,0.59,21.57,619.71,623
ZA_0000286,914.26,1.12,19.23,800.43,308
ZA_0000292,1306.33,3.43,17.8,903.58,82
ZA_0000295,1585.12,5.98,17.47,890.49,77
ZA_0000296,1560.48,4.05,17.47,789.06,5
ZA_0000300,1343.29,2.77,17.8,918.66,59
ZM_0000001,1697.78,1.08,20.85,1126.04,444
ZM_0000011,1309.82,0.4,20.93,1162.34,1125
ZM_0000013,1354.26,0.33,20.1,1265.36,433
ZM_0000014,1171.02,0.32,21.6,1017.31,153351
ZM_0000016,1209.99,0.33,21.41,1059.91,105672
ZM_0000017,1218.79,0.34,21.18,1131.38,96239
ZM_0000025,1280.12,0.42,20.8,1208.17,19779
ZM_0000027,1287.06,0.39,20.42,1244.66,2668
ZM_0000038,1261.17,0.38,21.14,1223.4,4880
ZM_0000051,1546.3,0.76,20.45,1131.15,1008
ZM_0000053,1410.17,0.57,21.16,1311.45,6418
ZW_0000005,1165.15,0.42,21.34,573.88,20371
ZW_0000006,1113.87,0.69,22.16,665.06,1447
ZW_0000011,1391.52,0.5,19.49,628.03,624
ZW_0000014,1401.18,0.34,19.37,686.24,1622
ZW_0000020,1375.01,0.31,19.57,727.83,2221
ZW_0000023,1368.55,0.4,19.82,697.27,2662
ZW_0000032,1459,1.52,18.48,752.05,214
ZW_0000036,1421.96,1.18,19.72,855.41,378
ZW_0000038,1252.53,0.35,19.72,842.45,10
ZW_0000039,2176.43,2.27,18.14,1326.92,18
ZW_0000058,1276.69,0.52,20.03,666.47,946
ZW_0000059,1272.01,0.49,20.01,682.65,835
ZW_0000060,969.83,0.89,21.06,759.53,1049
ZW_0000066,1400.55,1.72,19.41,888.87,2498
ZW_0000069,1221.74,0.7,20.35,534.72,551
ZW_0000074,1026.72,0.26,20.39,481.78,51
ZW_0000077,1363.52,0.66,19.49,626.68,397
ZW_0000078,1327.35,0.58,19.63,618.93,76
